"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.city_A","Input.city_B","Answer.equal.label","Approve","Reject"
"3FK4G712O7YSYCLLUXW9J6S2U5YSSP","3ISL4H6O6SH6N81CMRHBKFBPUZFICM","Which city is more beautiful?","Are these two items the same?","item, equality, comparison","$0.01","Tue Feb 15 11:56:41 PST 2022","3","BatchId:4670753;OriginalHitTemplateId:928390889;","600","259200","Wed Feb 16 11:56:41 PST 2022","","","3WEV0KO0OXQOJ60XN96LCR1QKFFDS0","A1AJGIOBFVELS3","Submitted","Tue Feb 15 12:07:19 PST 2022","Tue Feb 15 12:13:05 PST 2022","Fri Feb 18 12:13:05 PST 2022","","","","346","0% (0/0)","0% (0/0)","0% (0/0)","New York, NY","Los Angeles, CA","City A"
"3FK4G712O7YSYCLLUXW9J6S2U5YSSP","3ISL4H6O6SH6N81CMRHBKFBPUZFICM","Which city is more beautiful?","Are these two items the same?","item, equality, comparison","$0.01","Tue Feb 15 11:56:41 PST 2022","3","BatchId:4670753;OriginalHitTemplateId:928390889;","600","259200","Wed Feb 16 11:56:41 PST 2022","","","33UKMF931KIWFV99YZBQR0FYPKHTTO","A1R0689JPSQ3OF","Submitted","Tue Feb 15 11:57:22 PST 2022","Tue Feb 15 11:57:36 PST 2022","Fri Feb 18 11:57:36 PST 2022","","","","14","0% (0/0)","0% (0/0)","0% (0/0)","New York, NY","Los Angeles, CA","City B"
"3FK4G712O7YSYCLLUXW9J6S2U5YSSP","3ISL4H6O6SH6N81CMRHBKFBPUZFICM","Which city is more beautiful?","Are these two items the same?","item, equality, comparison","$0.01","Tue Feb 15 11:56:41 PST 2022","3","BatchId:4670753;OriginalHitTemplateId:928390889;","600","259200","Wed Feb 16 11:56:41 PST 2022","","","3Y4W8Q93LAI4BYH1H4BQNELXJJ9VDN","A3BYIB6NKKJPA7","Submitted","Tue Feb 15 11:57:05 PST 2022","Tue Feb 15 11:57:51 PST 2022","Fri Feb 18 11:57:51 PST 2022","","","","46","0% (0/0)","0% (0/0)","0% (0/0)","New York, NY","Los Angeles, CA","City A"
"37PGLWGSK345GF5HKCTTOIV54DJIK6","3ISL4H6O6SH6N81CMRHBKFBPUZFICM","Which city is more beautiful?","Are these two items the same?","item, equality, comparison","$0.01","Tue Feb 15 11:56:41 PST 2022","3","BatchId:4670753;OriginalHitTemplateId:928390889;","600","259200","Wed Feb 16 11:56:41 PST 2022","","","3RUIQRXJBMMKD5TZGH78JIV01U9LLA","A1SJD2ZDED6225","Submitted","Tue Feb 15 11:57:14 PST 2022","Tue Feb 15 11:58:25 PST 2022","Fri Feb 18 11:58:25 PST 2022","","","","71","0% (0/0)","0% (0/0)","0% (0/0)","New York, NY","Chicago, IL","City A"
"37PGLWGSK345GF5HKCTTOIV54DJIK6","3ISL4H6O6SH6N81CMRHBKFBPUZFICM","Which city is more beautiful?","Are these two items the same?","item, equality, comparison","$0.01","Tue Feb 15 11:56:41 PST 2022","3","BatchId:4670753;OriginalHitTemplateId:928390889;","600","259200","Wed Feb 16 11:56:41 PST 2022","","","3OVHNO1VEHZLKIMBI10T8KYT7UFDZ5","A35K77JRKF7RZX","Submitted","Tue Feb 15 11:57:14 PST 2022","Tue Feb 15 12:01:09 PST 2022","Fri Feb 18 12:01:09 PST 2022","","","","235","0% (0/0)","0% (0/0)","0% (0/0)","New York, NY","Chicago, IL","City A"
"37PGLWGSK345GF5HKCTTOIV54DJIK6","3ISL4H6O6SH6N81CMRHBKFBPUZFICM","Which city is more beautiful?","Are these two items the same?","item, equality, comparison","$0.01","Tue Feb 15 11:56:41 PST 2022","3","BatchId:4670753;OriginalHitTemplateId:928390889;","600","259200","Wed Feb 16 11:56:41 PST 2022","","","3IAEQB9FMPIHQNH67EGM9G4BQSBDWF","AWO111PUS65OY","Submitted","Tue Feb 15 11:57:13 PST 2022","Tue Feb 15 11:57:34 PST 2022","Fri Feb 18 11:57:34 PST 2022","","","","21","0% (0/0)","0% (0/0)","0% (0/0)","New York, NY","Chicago, IL","City A"
"3XBXDSS89IHDQGCU4Y5V6SVZHQSLXC","3ISL4H6O6SH6N81CMRHBKFBPUZFICM","Which city is more beautiful?","Are these two items the same?","item, equality, comparison","$0.01","Tue Feb 15 11:56:41 PST 2022","3","BatchId:4670753;OriginalHitTemplateId:928390889;","600","259200","Wed Feb 16 11:56:41 PST 2022","","","3XC1O3LBO3K8WI14PQ9Z595HV7VTLL","A1SJD2ZDED6225","Submitted","Tue Feb 15 11:57:10 PST 2022","Tue Feb 15 11:57:59 PST 2022","Fri Feb 18 11:57:59 PST 2022","","","","49","0% (0/0)","0% (0/0)","0% (0/0)","New York, NY","Washington, DC","City A"
"3XBXDSS89IHDQGCU4Y5V6SVZHQSLXC","3ISL4H6O6SH6N81CMRHBKFBPUZFICM","Which city is more beautiful?","Are these two items the same?","item, equality, comparison","$0.01","Tue Feb 15 11:56:41 PST 2022","3","BatchId:4670753;OriginalHitTemplateId:928390889;","600","259200","Wed Feb 16 11:56:41 PST 2022","","","3DZQRBDBSWDQ1EY0UK09ZIFET2R3ST","A9XULZDICDGFV","Submitted","Tue Feb 15 11:58:17 PST 2022","Tue Feb 15 11:59:49 PST 2022","Fri Feb 18 11:59:49 PST 2022","","","","92","0% (0/0)","0% (0/0)","0% (0/0)","New York, NY","Washington, DC","City A"
"3XBXDSS89IHDQGCU4Y5V6SVZHQSLXC","3ISL4H6O6SH6N81CMRHBKFBPUZFICM","Which city is more beautiful?","Are these two items the same?","item, equality, comparison","$0.01","Tue Feb 15 11:56:41 PST 2022","3","BatchId:4670753;OriginalHitTemplateId:928390889;","600","259200","Wed Feb 16 11:56:41 PST 2022","","","3PM8NZGV89EQ4WQ1M5ISBYPHI96XQX","AWO111PUS65OY","Submitted","Tue Feb 15 11:57:13 PST 2022","Tue Feb 15 11:57:41 PST 2022","Fri Feb 18 11:57:41 PST 2022","","","","28","0% (0/0)","0% (0/0)","0% (0/0)","New York, NY","Washington, DC","City A"
"3FTID4TN9VW2QL249URXP628JWMLYI","3ISL4H6O6SH6N81CMRHBKFBPUZFICM","Which city is more beautiful?","Are these two items the same?","item, equality, comparison","$0.01","Tue Feb 15 11:56:42 PST 2022","3","BatchId:4670753;OriginalHitTemplateId:928390889;","600","259200","Wed Feb 16 11:56:42 PST 2022","","","31EUONYN261VFV8Q7DP6Y8XWNXGVOK","A2IXU3FG5NNBEX","Submitted","Tue Feb 15 11:57:11 PST 2022","Tue Feb 15 11:57:48 PST 2022","Fri Feb 18 11:57:48 PST 2022","","","","37","0% (0/0)","0% (0/0)","0% (0/0)","New York, NY","Boston, MA","City A"
